"pid","index","RT","length","content","eval","meaningful","engagement"
"232",6,69.32,74,"', '8', 'left', 'find highest score', 'dont know', 'find highest score', '8', 'right', 'find highest score', '",5,TRUE,1
"232",9,72.84,67,"', '8', 'last circles\n', 'last circles', 'found highest', 'find highest', '9', 'top', 'find highest', '",5,TRUE,1
"232",12,74.2,54,"', 'random', 'randomly', 'no ', 'luck', 'find highest', '10', 'randomly', 'no strategy', '",5,TRUE,1
"232",15,46.7,49,"', '4', 'randomly', 'no', 'dont know', 'dont know', '5', 'randomly', 'no strategy', '",5,TRUE,1
"232",18,52.91,47,"', '4', 'randomly', 'find highest', 'luck', 'keep trying', '4', 'randomly', 'no', '",5,TRUE,1
"233",3,112.36,204,"['4 on average', 'Either the middle of a block of nodes or either end', 'No', 'It was just random luck', 'Try to find a high value node and go for it', 'About 4 again', 'Where I clicked before', 'Middle of the block of the nodes again', '",3,TRUE,1
"233",6,76,143,"', '5 to 6', 'Same pattern again', 'No', 'random luck again', 'Find the highest value and go for it', 'Less than before to get more money', 'I am not sure yet', 'Same strategy', '",2,TRUE,1
"233",9,136.13,156,"', 'As few as possible', 'The end bits of a block of nodes', 'No', 'It was random luck again', 'Find highest value and go for it', 'Hopefully less', 'the end of the block of nodes', 'Same ', '",3,TRUE,1
"233",12,88.96,154,"', '4-5', 'End of one block of the nodes', 'The end of the block of a node', 'Random luck', ""Find highest value and go for it - don't gamble higher"", 'Less', 'Same areas', 'Same strategy', '",3,TRUE,1
"233",15,75.41,162,"', 'One to 8', 'Same areas', 'Same strategy', 'random luck', 'Find highest value and go for it', ""Hopefully less but it's probably gonna be about the same amount\n "", 'Same areas', 'Same strategy', '",3,TRUE,1
"233",18,88.02,116,"', '2-8', 'End of block of nodes', 'No', 'Random luck', 'Find highest value and go for it', 'Probably the same amount', 'Same areas', 'same strategy', '",4,TRUE,1
"234",3,95.9,71,"['5', 'random', 'no\n', 'luck', 'go with what you think is right', 'more', 'different area', 'no idea\n', '",2,TRUE,1
"234",6,78.27,86,"', '5', 'to the left', 'no clicked the sdame', 'dont know', 'do the same pattern', 'same', 'same', 'keep the same ones', '",4,TRUE,1
"234",9,52.64,46,"', '5', 'left side', 'no', 'luck', 'keep the same pattern', '5', 'same', 'same', '",3,TRUE,1
"234",12,70.55,75,"', '5', 'different pattern', 'no', 'luck', 'keep doing the same', '5', 'different places', 'different areas', '",2,TRUE,1
"234",15,62.06,67,"', '5', 'random', 'no', 'dont know', 'dont know do what you thinks best', '5', 'different', 'random', '",1,TRUE,1
"234",18,48.84,36,"', '5', 'randon\n', 'no', 'luck', 'dont know', '5', 'same', 'no p;lan', '",1,TRUE,1
"235",3,159.02,304,"['normally 1', 'one of the furthermost gray circles', 'clicking on the furthermost grey circle allowed me to travel further', 'i need to click 4 of the furthermost grey circles to find the most lucrative path', 'use more clicks!', '4', 'furthermost grey circles', 'click each of the furthermost grey circles and find the highest value', '",3,TRUE,2
"235",6,172.46,336,"', '4\n', '2 topmost and 2 bottom most grey dots', 'same strategy, seems to be working', 'i had a better idea of which path to use', 'click 2 topmost and 2 bottom most dots to reveal their values', 'i might try 6', '2 top most 2 bottom most and 1 on the left and one on the right', 'trying a new strategy of 2 top most 2 bottom most one on the left and one on the right', '",4,TRUE,2
"235",9,211.34,490,"', '6\n', 'two topmost, two bottom most and one on the left and one on the right', ""i set out to use the strategy explained in the last question and didn't deviated from it"", 'i had more options of where to go to gain the most points', 'click anywhere between 4 and 6 of the outermost grey dots', 'between 4 and 6', ""i plan to click 2 top most 2 bottom most and if there isn't a particularly high value 1 on the left and 1 on the right"", 'i will be proactive this round and click between 4 and 6 to obtain the highest value', '",4,TRUE,2
"235",12,151.61,337,"', 'between 4 and 6', '2 top most, 2 bottom most, then if the values were low, one on the left and one on the right', 'as previous question', 'the values change each round so its a game of luck to what you will uncover with clicks', 'use between 4-8 clicks in the outter most dots', 'between 4 - 8', 'outtermost dots until i find a highish value', 'as previous question', '",3,TRUE,2
"235",15,138.51,276,"', 'between 4 - 12', 'outtermost dots', 'no i just clicked this round', 'i was indiscriminately clicking wasting my clicks', ""don't indiscriminately click random dots just because the values are low"", '4-6', '2 top 2 bottom one left one right', 'stick to between 4 and 6 clicks and head for the highest value', '",2,TRUE,1
"235",18,146.12,254,"', '6', '2 top 2 bottom 1 left 1 right dot', 'i found using a strategy of no more than 6 clicks works best', ""i wasn't wasting $ by random clicking"", 'use between 4-6 clicks around the outside of the playing field', '4 - 6', 'outside of the playing field', ""don't use more than 6 clicks"", '",4,TRUE,2
"236",3,57.52,76,"['1', 'One of the end nodes', 'Not really', 'Not sure', 'Use more inspectors', 'More', 'Random', 'Not sure', '",2,TRUE,1
"236",6,50.58,88,"', '6 or so', 'Middle nodes', 'Yes - all middle nodes', 'Not sure\n', 'Use the end nodes', 'More', 'End nodes', 'Not sure', '",3,TRUE,1
"236",9,41.74,113,"', '4', 'End nodes', 'Use End nodes', 'Still random', 'Use end nodes to find a big number then head that way', 'not sure', 'not sure', 'End nodes', '",3,TRUE,1
"236",12,36.38,114,"', 'Same as before', 'Same as before', 'Same as before', 'Still random', ""Accept it's random"", 'Same as before', 'Same as before', 'Same as before', '",3,TRUE,1
"236",15,18.52,112,"', 'Same as before', 'Same as before', 'Same as before', 'Same as before', 'Same as before', 'Same as before', 'Same as before', 'Same as before', '",3,TRUE,1
"236",18,40.26,203,"', '5', 'End nodes until i find a big number', 'End nodes until i find a big number', 'randomness', 'use same strategy', 'End nodes until i find a big number', 'End nodes until i find a big number', 'End nodes until i find a big number', '",3,TRUE,1
"237",3,77.03,191,"['3', 'Left to right and then up and down', 'Left to right then up and down', ""There is probably a better strategy that I haven't thought of"", 'Click on a few nodes before moving', '4/6', 'Same as before', 'Same as before', '",3,TRUE,1
"237",6,72.63,186,"', '6', 'Left to right then up and down', 'Left to right then up and down', 'Probably a better way but seems to be working better rather than worse', 'Click on a few nodes first', '6', 'same as before', 'same as before', '",3,TRUE,1
"237",9,65.57,187,"', '8 or more', 'Felt like there were more reds', 'Left to right, up and down', 'Could be better, could be worse', 'Click on more nodes before moving', 'about the same', 'about the same', 'up and down then left to right', '",3,TRUE,1
"237",12,46.58,181,"', '8ish', 'Left to right then up and down', 'Left to right then up and down', 'Could be better, could be worse', 'Click on nodes before moving', 'about the same', 'about the same', 'Left to right then up and down', '",3,TRUE,1
"237",15,28.21,160,"', '8ish', 'Left to right then up and down', 'Left to right then up and down', 'Not good on this round', 'Click on nodes before moving', 'the same', 'the same', 'Left to right then up and down', '",3,TRUE,1
"237",18,35.89,154,"', '8ish', 'Left to right then up and down', 'Left to right then up and down', 'Bigger numbers', 'Click on nodes before moving', '8ish', 'Left to right then up and down', 'Same as before', '",3,TRUE,1
"238",3,139.93,263,"['I clicked all the end points of each path', 'The end points at each path, and sometimes along the path i wanted to take', 'Clicking ends of path so i can go to highest one', 'Cause I can head toward the highest reward', 'Go towards to highest reward', 'The same amount', 'same places', 'same', '",4,TRUE,1
"238",6,69.4,68,"', '18', 'Path ends', 'Path ends', 'Highest reward', 'Go toward highest reward', '18', 'Same', 'Same', '",4,TRUE,1
"238",9,71.55,78,"', '18', 'Path ends', 'Path ends', 'Highest reward', 'Go toward highest reward', '18', 'path ends', 'path ends', '",4,TRUE,1
"238",12,58.18,86,"', '18', 'Path ends', 'path ends', 'Getting highest reward', 'Go toward highest reward', '18', 'path ends', 'path ends', '",5,TRUE,1
"238",15,51.35,103,"', '18', 'path ends', 'path ends', 'The ends usually have highest numbers', 'go toward highest path end', '18', 'path ends', 'path ends', '",5,TRUE,1
"238",18,45.83,92,"', '18', 'path ends', 'path ends', 'Highest numbers at path ends', 'Go toward high path ends', '18', 'path ends', 'path ends', '",5,TRUE,1
"239",3,109.03,265,"['1', 'the first node i thought i would go to', 'Yes, it helped me decide the initial direction', ""I always earnt money and didn't lose any"", ""Don't waste money on lots of clicks, just make one and decide the direction you'll travel"", '1', 'Same place', ""Same as before where i'll start the move"", '",3,TRUE,1
"239",6,97.88,226,"', '1', ""same place except the last one and that's where i earnt the least"", 'Not this time', 'I changed the strategy', ""Stick to your first strategy if it's working"", '1', 'Back to my original strategy to choose the first move', 'To determine the first move', '",2,TRUE,1
"239",9,101.61,256,"', '1', 'For the first move', 'Decide on the first move to decide which direction to travel in', 'I lost money', ""That it's just that, random and i'm not sure a strategy is needed"", '1', 'On the final node', 'Find out the amount on a final node and decide whether to go in that direction\n', '",1,TRUE,1
"239",12,106.3,354,"', '1', 'On the final node', 'See that value of the final node to see if that was worth landing on at the end', 'If the value of the final node was high it was worth losing a few points to get there', ""Check the value of the final nodes to see if it's worth landing there at the end"", '1', 'On the final node again', ""See the value of the final node to see if it's worth finishing there"", '",3,TRUE,2
"239",15,85.11,230,"', '1', 'On a final node', 'See the value of the final node to see if it should be avoided or head for it', 'I could see the value of node to avoid or go for it', 'Click to see where to finish', '1', 'On the final node again', 'See if a node is worth heading for', '",3,TRUE,1
"239",18,100.79,179,"', '1', 'On a final node', 'see if the value of the final node was worth heading for', ""I didn't find high values to head for"", 'Click on more or no nodes', '0', 'nowhere', ""None, i'm going to leave it to chance"", '",2,TRUE,1
"240",3,125.44,219,"['6', ' nodes nearest to the spider', 'Not really.', 'I think it was luck to be honest', 'If the nodes near you are good, you might get lucky and find the path is good too', '6', 'Same as last time - it has worked so far', 'Click nodes nearest to me', '",4,TRUE,1
"240",6,104.15,207,"', '5 or 6', 'Nodes nearest me', 'Not really', 'My previous strategy was flawed. I think I might change it', 'The nodes nearest you do not give you enough clues', '5 or 6', 'Further away from the spider', 'Find a high green to head towards', '",1,TRUE,1
"240",9,92.28,193,"', '1 to 4', 'Nodes furthest away', 'Looking for a high scoring green', 'I knew where the  higher scores were this time', 'Look for high scores furthest away', '4 to 6', 'Furthest away nodes', 'Looking for high scoring greens', '",5,TRUE,1
"240",12,78.93,219,"', '4 to 6 I think', 'Nodes furthest away', 'Looking for a high score to head to', 'I knew where to head towards', 'Look for a high score furthest away from you and head towards it', '4 to 6', 'Nodes furthest away', 'Looking for high scores to head to', '",5,TRUE,1
"240",15,77.47,229,"', '1 to 7', 'Nodes furthest away', 'Looking for a high scoring green to head to', 'I knew where to head to this time', 'Look for high scoring greens at the destination and go there', '1 to 7', 'Destination nodes ', 'Look for a high scoring green and head there', '",4,TRUE,1
"240",18,75.93,214,"', '1 to 7', 'Destination nodes', 'Look for a high scoring green and then head there', 'I knew where to head and where to avoid', 'Look at the destinations and head to a high score', '1 to 7', 'Destinations', 'Look for a high score and head there', '",4,TRUE,1
"241",3,87.29,318,"['i decided at the last round to try the last node on the edge of the web', 'on the first node and the node i intended to land on', ""first and last node, journey didn't matter"", 'just luck', 'use the node detector to help find a suitable amount to land on', 'as few as possible', 'same as before, first and last nodes', 'same as the previous rounds', '",3,TRUE,2
"241",6,92.92,266,"', 'around 6 until i settled on the largest number i could ue', 'the end nodes', 'find out the end node numbers and go for the highest', 'score/average is higher', 'find out the numbers to end on', 'as few as possible to get to the highest number', 'same as the last round', 'same as the last round', '",4,TRUE,1
"241",9,17.26,168,"', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', '",3,FALSE,0
"241",12,10.99,168,"', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', '",3,FALSE,0
"241",15,12.1,168,"', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', '",4,FALSE,0
"241",18,11.8,168,"', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', 'same as first answers', '",3,FALSE,0
"242",3,164.5,508,"['About 4-5', 'At first I clicked most nodes, but I realised best way is to click the nodes that offer a path, and go to the end and not the nodes that I would have to walk through. ', 'Yep, select nodes that offer multiple paths, not nodes that I will have to walk on anyway.', ""I made a positive amount of money, but not as much as I'd hope."", ""Don't waste clicks on nodes you have to walk on."", '3-4.', 'Same places, but maybe somehow try to optimise it better.', 'Showing the best end path, and not waste money on straight path nodes.', '",3,TRUE,2
"242",6,168.61,545,"', '4-5', 'I first clicked the first 3 paths (left, right, top.) to show which would give most or take the least amount of money, and then revealed the web pf that paths ending.', 'click the first 3 nodes follow profitable path, with a gut feeling.', 'I think the nodes are a lot more unforgiving now and I feel my strategy is less efficient than it was before. ', 'Careful as some nodes take a large amount of money.', '4-5 maybe 6. More than before.', ""I think I'll stick to my strategy, and click the same nodes. first 3 and then the ending ones."", 'Same one as previously. ', '",4,TRUE,2
"242",9,168.22,686,"', '5ish', 'Click one of the first nodes, and then the multiple path ones.', ""I decided to change it up, and click on the first node. If the first node was 0 or a profit I would plan to step on it regardless of the other 2 nodes, as I wouldn't waste money on it. I then picked one of the pathed webs and revealed all the nodes values on it."", 'On the second round I accidently moved before revealing all wanted nodes, but I think the strategy is slowly failing more and more as I feel the nodes are starting to become more unforgiving. ', ""I don't think I would have a tip at the moment as my strategy is slowly failing more and more."", '6', 'same places.', 'reveal the least money hurting nodes and follow it through.', '",2,TRUE,2
"242",12,166.32,488,"', '8\n', ""I during the last round decided to click the last nodes, and forget about the first ones as I realised that they're very pointless to spend points on as they barely take any money."", 'I just clicked the ending ones for the most profit. ', 'I think the nodes are starting to get more and more dangerous. \n', ""Don't waste points on the first 3 nodes as they won't take too much money\n"", 'I plan to exclusively click on the last nodes.', 'Just the last nodes.', 'Click on the last nodes to reveal the most profit.', '",2,TRUE,2
"242",15,99.77,436,"', '3', 'I clicked on just the last nodes.', 'I randomly picked which path to go on before I moved and clicked the last 3 nodes to show which has most money.', 'I think I was either very lucky or the nodes stopped being so unforgiving for this round. \n', ""Click just the last 3 nodes don't waste money on the ones inbetween."", '3-4', 'just the last 3 nodes.', ""Clicking just the last 3 nodes, not wasting money for the ones inbetween as I'll have to cross them anyway."", '",3,TRUE,2
"242",18,140.12,715,"', '3', 'I clicked on JUST the last ending nodes of a path I picked before I moved.', 'I just randomly chose a path and decided to reveal the last 3 nodes to show which makes the most money as it seemed most last nodes had at least 1 final node that made large profit. ', 'I think it worked out that way because the nodes stopped being so unforgiving as they have been in the previous rounds. Before there were node paths that did nothing but take large sums of money away, now it seems most ending nodes have at least 1 final node that makes large sum of profit.', 'Pick just the last 3 nodes of your choice. ', '3-4', 'last nodes.', ""I plan to click the last 3 nodes, however something tells me that strategy isn't going to work well this round."", '",4,TRUE,2
"243",3,112.07,180,"['3', 'On the first option that the spider would go towards. ', 'No strategy', ""Because I'm not really planning ahead or using the node detector much. "", 'Take your time. ', '1 per round.', 'Left', 'No strategy', '",2,TRUE,1
"243",6,133.09,231,"', '3', 'Every position around the spider\n', 'No - I clicked whichever one was the highest reward', 'Getting more familiar with the game', ""Use the node detector when you've got enough money"", '3', 'the same - every direction, until one is a reward', 'no strategy', '",3,TRUE,1
"243",9,110.24,287,"', '1', 'The ending point', ""checking what the overall 'profit' would be by selecting the last node to reveal"", 'getting more familiar with the game and actually realising what strategy works. ', 'Reveal the last node in a sequence', '2', 'same as before, last node', 'selecting last node then following the route to it', '",4,TRUE,1
"243",12,111.76,271,"', '3/4 each time depending on what they revealed\n', 'end points in the sequence', 'end points, as before', 'end points tend to be a higher number so its easy to predict what money you might make', 'reveal last node in the sequence', '3/4 depending on what it reveals', 'same as before', 'same as before', '",4,TRUE,1
"243",15,107.83,224,"', 'same as before\n', 'same as before - end points', 'same as before', 'luck, becoming familiar with what works the best. ', 'reveal last nodes in sequence to help decide where to go ', '3-4 depending on what they reveal', 'same as before', 'same as before', '",4,TRUE,1
"243",18,82.9,208,"', 'as before', 'as before', 'as before - a few more clicks to reveal the nodes when they were minuses. ', 'more familiar with what works the best', 'same as before', 'dependent on what they reveal', 'end points in the sequence', 'as before', '",5,TRUE,1
"244",3,92.18,239,"['Only one - this was a mistake ', 'a point further away ', 'Just to do it far away to decide which direction to head ', ""I didn't reveal enough "", ""Don't be afraid to use some money up to reveal "", '5-6?', 'Similar - far outreaches', 'again, get a direction of travel ', '",2,TRUE,1
"244",6,217.56,584,"', '2-3', ""the 'end point' and the work my way back in intervals "", ""yes - work out my final node and then move back towards me - if the end point showed a high enough number to mitigate the risk of minus numbers then I'd risk it "", 'I was lucky that most of the time I revealed high numbers at the end point so I was confident to risk ', ""Again, don't be afraid to use some money of revealing the nodes"", 'up to 5', 'the same again - start with the furthest point and move back towards the start point ', 'The same as before - if the end point is showing a high enough figure risk it. If not reveal a different path', '",3,TRUE,2
"244",9,94.97,327,"', '5-6ish', 'click the end points ', ""yes, if the end point is a high enough number I'll risk the journey "", ""It's a good idea, but it is still risky. "", 'You are going to have to risk unless you want to be safe and spend money to see more of the nodes ', '5-6 again ', 'the end points ', ""yes, if the end point is a high enough number I'll risk the journey "", '",3,TRUE,2
"244",12,56.64,337,"', '5-6', 'Click the end points at random ', ""yes, if the end point is a high enough number I'll risk the journey "", ""It's working out okay so far - but it has risk so it is not fool proof "", 'It seems to me that the biggest losses appear at the end point rather than mid way ', '5-6', 'end points', ""yes, if the end point is a high enough number I'll risk the journey "", '",3,TRUE,2
"244",15,97.56,398,"', '5-6 but I will go up to 10', 'The end points, at random', 'Just the end points at random - spread out across the board ', 'I do think the highest value gains and losses are at the end points so by revealing them you are able to make an informed decision about direction of travel ', 'The highest values are on the end points ', 'upto 10', 'The end points', ""yes, if the end point is a high enough number I'll risk the journey "", '",4,TRUE,2
"244",18,172,278,"', 'up to 10ish', 'end points, at random', 'not other than the fact I only click end points', 'Because the end points are where the deciding amounts of point lay - both +/-', ""It's the end points that you want to click on"", '5-6 ', 'end points', ""if the end point is a high enough number I'll risk the journey "", '",4,TRUE,2
"256",3,101.31,189,"['quite early on, two or three in\n', 'on the grey circles', 'not at present, but I hope to improve!', 'because I am just starting out and getting used to navigating arrows', 'go up', 'less', 'towards top', 'less is more', '",2,TRUE,1
"256",6,96.78,195,"', 'about the same as before in the end\n', 'i did go up and then decidedto go left', 'slower', 'Iam not too sure\n', 'take it more slowly, though I am not sure this is working for me!', 'more', 'up again\n', 'take it slowly again', '",1,TRUE,1
"256",9,75.33,144,"', '1', 'they were the sae so I randomly went left', 'no but I did go more slowly', 'acceptable towards the end', 'keep taking time', 'not sure', 'right', 'go wiht lower number', '",3,TRUE,1
"256",12,71.85,141,"', 'about 5', 'where it was the most optimum', 'yes sacrificed a 1 to find out more', 'more info', 'sacrifice the 1 fior the greater good', '5', 'not sure', 'more the better', '",3,TRUE,1
"256",15,64.16,123,"', '5', 'up but now skipping', 'yes skipped', 'pattern in there', 'skip', '7', 'skipping discs to reduce 1 dollar loss', 'skip discs to reduce 1 dollarloss', '",3,TRUE,1
"256",18,59.23,124,"', '7', 'in the corners', 'yes I am skipping and increasing use of dollars', 'more info', 'take time and explore corners', '9', 'not sure', 'explore corners', '",4,TRUE,1
"257",3,553.63,519,"['I decided on a direction to go and just went for it.', 'I clicked on the next node in the direction of the arrows in the part of the web I had decided to aim for.', 'Random direction and hoped for the best, I had no particular strategy.', ""I didn't think it through enough."", 'Use the experience of previous rounds to determine your strategy.', '5', 'I will need to study the web more closely to see if I can fathom out which are to choose in the next round.\n', 'I have not yet decided but likely to stop when I hit an appropriate positive figure.', '",2,TRUE,2
"257",6,545.28,370,"', 'I decided on 5 ', 'Randomly, but I think from now on I will concentrate on the outer exremities where I think the bigger rewards my be.', 'I changed from the first round but I found that was a mistake.', 'I have not yet grasped the correct way to approach the task.', 'Think carefully before proceeding', 'up to 8', 'On the botton left hand side of the web.\n', 'No strategy, just hope for the best.', '",1,TRUE,2
"257",9,245.6,272,"', 'up to 8', 'To the bottom left of the web but clicking on a node I saw this was not to my advantage so I changed tack.', 'Seek to find the value of the nodes on the extremities\n', 'I cannot get to grips with the task.\n', 'Look to see which outer node has the greater value.', 'up to 8', 'up to 8', '8\n', '",1,TRUE,2
"257",12,385.15,287,"', '8', 'towards the nodes that revealed larger values on the extremities', 'No', 'I am not getting to grips with this complex task\n', 'With my pathetic performance to date, I would be reluctant to offer any advice.', '8', 'Bottom left of the web but this may change.', 'This will depend on the value of nodes revealed.', '",1,TRUE,2
"257",15,160.51,164,"', '8', 'In the direction of the highest value node.', 'As previous answer', 'I am out of my depth', 'None, I need them to give me advice.', '6', 'top of the web', 'Aim for the highest value node\n', '",1,TRUE,2
"257",18,158.5,151,"', '6', 'Top of the web', 'Aim for the big value nodes', 'The last round was marginally better but I am still struggling', 'None', '6', 'Bottom left of the web', 'No specific strategy', '",1,TRUE,2
"258",3,233.81,135,"['none. ', 'left ', 'no, I just guessed ', ""the trial attempt didn't go as well. "", 'go with your gut feeling. ', 'maybe one', 'not sure.', 'i will go a longer route', '",2,TRUE,2
"258",6,174.98,245,"', 'none', 'I never clicked.', 'I felt as if I failed a loss I would use the same route, as the game changes each round. ', 'I had a different approach. ', 'would be to attempt the same route in which they feel they had the biggest loss. ', 'maybe one.', 'Not sure.', 'unsure. ', '",3,TRUE,2
"258",9,147.36,141,"', 'none.', 'no clicks.', 'I thought I would mirror my moments to see the effects. ', 'I tried something new maybe?', 'do your best. ', '3', 'unsure.', 'use up some clicks. ', '",1,TRUE,2
"258",12,217.05,299,"', '12 i think', 'firstly I clicked on the route, then I clicked on the outer circles to see the biggest gain.', 'yes, to see what would work. this was to test the biggest loss.', ""because the loss didn't way out the gain"", 'Just keep going. ', 'perhaps the same around 10 to 12', 'on the edge of the web.', 'on the edge of the web', '",3,TRUE,2
"258",15,169.28,241,"', '6 or 7', 'on the edge of the web.', 'yes, on the edge of the web, as it works at the moment. ', 'I lose to gain, almost like a gamble. ', 'Just keep going and do your best. ', '6 or 7', 'on the edge of the web. perhaps to the right.', 'Click on the nodes to the right. ', '",4,TRUE,2
"258",18,186.16,254,"', '5', 'on the edge of the web.', 'yes. the same clicks on the end nodes to see the highest number. ', 'I think it works well this way. as the loss if less than the gain. ', 'Do your best and use the clicks.  ', '5', 'on any part of the outer web. ', 'click the nodes on the outer web.', '",4,TRUE,2
"259",3,74,224,"['1 ', ""I didn't want to use the money so did not click which was a stupid decision in hindsight."", 'No', 'Because I did not click', 'Actually click the nodes', 'As many as the money will allow', 'The positive nodes', 'Go to the nodes with the most money', '",1,TRUE,1
"259",6,84.07,305,"', ""Several - I'd guess about 9"", 'The end nodes ', 'Click the end nodes and go to the highest valued one regardless of the nodes in between ', 'Because I currently have money', 'Click on the end nodes to see which has the highest value', 'As many as money allows', 'The end nodes ', 'Click on the end nodes to see which are high valued ', '",3,TRUE,2
"259",9,90.87,295,"', 'As many as allowed me to see the highest paid nodes ', 'The end nodes ', 'Click the end nodes to see the highest paid ', 'Because I am being strategic', 'Click the end nodes to see the highest paid ones ', 'Just the ones on the end until I see a price I am satisfied with', 'The end nodes ', 'Locate the highest paid nodes ', '",4,TRUE,2
"259",12,177.01,174,"', 'About 6', 'The end nodes ', 'Locate the highest paid nodes', 'Because I was strategic', 'Locate the highest paid nodes and take the losses to get there', '6', 'End nodes', 'LOcate the highest paid nodes', '",3,TRUE,2
"259",15,79.14,236,"', '9', 'The end nodes', 'Click the end nodes to look for the highest paid', ""Because some of the nodes weren't that high paying"", 'Click the end nodes\n', 'As many as I need to until I see a satisfactory number\n', 'The end nodes', 'Click the end nodes for highest paid', '",3,TRUE,1
"259",18,351.06,241,"', '15+', 'The end nodes', 'Click all the end nodes', 'Because the nodes were not that high paying', 'Click the end nodes for the highest paid ones', 'As few as possible to save the money', 'The end nodes ', 'Click as few times as possible to locate the highest paid nodes ', '",2,TRUE,2
"260",3,106.8,126,"['about 4', 'in front then a few random ', 'no ', 'i did it random', 'click more nodes', '10ish', 'along the centre', 'centre line then decide left or right', '",1,TRUE,1
"260",6,89.65,137,"', '6-8 ', 'centre line ', 'centreline then decided up or down with out node clicks', 'no idea', 'just random node click', 'random clicks', 'random node clicks', 'random', '",1,TRUE,1
"260",9,82.25,162,"', 'where id end up', 'did random at first then the last node of the line', 'last node of the line', 'idea what is at the end', 'node check the last nodes', '10', 'last nodes', 'last node clicks', '",3,TRUE,1
"260",12,77.54,122,"', '10ish', 'the last node in the chains', 'last node click', 'i know whats at the end', 'last node click ', '10ish', 'last node clicks', 'last node click', '",4,TRUE,1
"260",15,105.62,218,"', '3/4 ', 'random last node click ', 'random last node click and if it was high stop clicking', 'i see whats at the end of the node', 'last node click', '10ish', 'last node random c;licks', 'last node click see how high they are then follow the node', '",5,TRUE,1
"260",18,68.83,123,"', '10ish', 'last node click', 'last node click', 'last node tells me where to end up', 'last node click', 'last node click', 'last node', 'last node click', '",4,TRUE,1
"261",3,316.73,451,"['4', 'starting nodes', 'used starting node values at first, used random nodes for 3rd try which ended very badly', 'starting values are smaller, numbers ranging -1,0 or 1 while the numbers at the end of all paths are much higher which makes the starting nodes irrelevant', 'reveal ending nodes and pick one that has 60 or more dollars/most value ', '9', 'most if not all ending nodes', 'either find a high value on end nodes or pick highest value if i end up revealing all of them', '",1,TRUE,2
"261",6,196.88,239,"', '6', 'ending nodes', 'select path with highest end value while conserving clicks', 'end nodes have highest values', 'Never pick an end node without knowing the value', '6', 'end nodes', 'find an acceptably high value (approximately $20-$30) at end nodes and go to them', '",3,TRUE,2
"261",9,204.53,532,"', '6', 'end nodes', 'see value of end nodes and see frequency of negative or positive values', 'this time I also looked at frequency of negative or positive values in proximity to each other and used this to judge whether the path there could also contain positive or negative values', 'always check end nodes and frequency of negative or positive values at the end nodes to determine whether a path is worth taking', '9', 'end nodes', 'click end nodes to determine frequency of negative or positive values and use this to determine whether a path is worth taking', '",4,TRUE,2
"261",12,325.87,610,"', '10', 'end nodes', 'see frequency of negative or positive values at end nodes to evaluate if a path to a high value is worth taking', 'avoidance of the highest possible negative values', 'always reveal end nodes until you find a high frequency of positive values or if you find a large positive value to counteract any negative values you may come across along the web', '10', 'end nodes', 'click end nodes to determine frequency of negative/positive values and move to the positive end value with the highest frequency of positive values around it or move to a high value ($30+, if found) to counteract any negative values along the path.', '",3,TRUE,2
"261",15,448.3,971,"', '5', 'end nodes', '(strategy unchanged from last round) click end nodes to determine frequency of negative/positive values and move to the positive end value with the highest frequency of positive values around it or move to a high value ($30+, if found) to counteract any negative values along the path.', 'avoiding high negative values while accumulating high positive values to counteract any negatives along path', 'reveal end nodes until you find either a path with:\na value of $30+\nor \na high frequency of positive values ', '6', 'end nodes', 'click end nodes to determine frequency of negative/positive values(only reveal 2 end node values for each ""cluster"" of the web as 66% of end nodes should indicate whether the majority of the values are positive or negative) and move to the positive end value with the highest frequency of positive values around it or move to a high value ($30+, if found)instantly to counteract any negative values along the path and to conserve money from clicking.', '",4,TRUE,2
"261",18,149.6,1171,"', '6', 'end nodes', 'click end nodes to determine frequency of negative/positive values(only reveal 2 end node values for each ""cluster"" of the web as 66% of end nodes should indicate whether the majority of the values are positive or negative) and move to the positive end value with the highest frequency of positive values around it or move to a high value ($30+, if found)instantly to counteract any negative values along the path and to conserve money from clicking.', 'think money gained this round was lower due to me being too conservative with clicks', 'check values of end nodes only, do not be too conservative with clicks and check 2 end nodes of each cluster to determine frequency', '9', 'end nodes', 'click end nodes to determine frequency of negative/positive values(only reveal 2 end node values for each ""cluster"" of the web as 66% of end nodes should indicate whether the majority of the values are positive or negative) and move to the positive end value with the highest frequency of positive values around it or move to a high value ($30+, if found)instantly to counteract any negative values along the path and to conserve money from clicking, do not be conservative with clicks.', '",4,TRUE,2
"262",3,140.06,324,"['one, and then i just moved the spider hoping for the best', 'I clicked on two of the possible three nodes the spider could move to', 'i didnt have a strategy', 'because i didnt take time to think about the best strategy', 'make sure you click on the nodes to plan your route', '6', 'on the possible choice points of the route', 'a more planned strategy', '",2,TRUE,2
